% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
48	1	11	1	0	20	145	0	1	0
48	2	6	22	0	0	7	0	1	1
48	2	3	10	0	0	7	0	1	1
49	1	6	22	0	0	7	0	1	0
49	2	3	10	0	0	7	0	1	1
49	2	11	1	0	20	145	0	1	1
50	1	4	33	0	0	7	0	1	0
50	1	11	1	0	20	145	0	1	0
50	2	6	22	0	0	7	0	1	1
50	2	4	33	0	0	7	0	1	1
51	2	3	10	0	0	7	0	1	1
51	2	11	1	0	20	145	0	1	1
52	1	4	33	0	0	7	0	1	0
52	1	11	1	0	20	145	0	1	0
52	2	6	22	0	0	7	0	1	1
52	2	4	33	0	0	7	0	1	1
53	2	3	10	0	0	7	0	1	1
53	2	11	1	0	20	145	0	1	1
54	2	6	22	0	0	7	0	1	1
54	2	4	33	0	0	7	0	1	1
55	1	1	45	0	20	145	0	1	0
55	1	4	33	0	0	7	0	1	0
55	2	3	10	0	0	7	0	1	1
55	2	11	1	0	20	145	0	1	1
56	1	3	10	0	20	145	0	1	0
56	1	11	1	0	20	145	0	1	0
56	2	6	22	0	0	7	0	1	1
56	2	4	33	0	0	7	0	1	1
57	2	1	45	0	20	145	0	1	1
57	2	11	1	0	20	145	0	1	1
58	1	1	45	0	20	145	0	1	0
58	1	11	1	0	20	145	0	1	0
58	2	6	22	0	0	7	0	1	1
58	2	3	10	0	20	145	0	1	1
59	2	1	45	0	20	145	0	1	1
59	2	4	33	0	0	7	0	1	1
60	1	3	10	0	20	145	0	1	0
60	2	3	10	0	20	145	0	1	1
60	2	11	1	0	20	145	0	1	1
61	1	1	45	0	20	145	0	1	0
61	2	6	22	0	0	7	0	1	1
61	2	4	33	0	0	7	0	1	1
62	1	7	56	0	0	7	0	1	0
62	1	11	1	0	20	145	0	1	0
62	2	1	45	0	20	145	0	1	1
62	2	7	56	0	0	7	0	1	1
63	1	3	10	0	20	145	0	1	0
63	2	3	10	0	20	145	0	1	1
63	2	11	1	0	20	145	0	1	1
64	1	1	45	0	20	145	0	1	0
64	2	6	22	0	0	7	0	1	1
64	2	4	33	0	0	7	0	1	1
65	2	1	45	0	20	145	0	1	1
65	2	7	56	0	20	145	0	1	1
66	1	7	56	0	20	145	0	1	0
66	1	11	1	0	20	145	0	1	0
66	2	3	10	0	20	145	0	1	1
66	2	11	1	0	20	145	0	1	1
67	1	3	10	0	20	145	0	1	0
67	2	6	22	0	0	7	0	1	1
67	2	4	33	0	0	7	0	1	1
68	1	1	45	0	20	145	0	1	0
68	2	1	45	0	20	145	0	1	1
68	2	7	56	0	20	145	0	1	1
69	1	15	64	0	0	7	0	1	0
69	2	11	1	0	20	145	0	1	1
69	2	15	64	0	0	7	0	1	1
70	1	3	10	0	20	145	0	1	0
70	1	11	1	0	20	145	0	1	0
70	2	6	22	0	20	145	0	1	1
70	2	3	10	0	20	145	0	1	1
71	2	1	45	0	20	145	0	1	1
71	2	4	33	0	0	7	0	1	1
72	1	6	22	0	20	145	0	1	0
72	2	7	56	0	20	145	0	1	1
72	2	15	64	0	0	7	0	1	1
73	1	1	45	0	20	145	0	1	0
73	1	7	56	0	20	145	0	1	0
73	2	3	10	0	20	145	0	1	1
73	2	11	1	0	20	145	0	1	1
74	1	15	64	0	0	7	0	1	0
74	1	12	71	0	0	7	0	1	0
74	2	6	22	0	20	145	0	1	1
74	2	4	33	0	0	7	0	1	1
75	1	3	10	0	20	145	0	1	0
75	1	11	1	0	20	145	0	1	0
75	2	1	45	0	20	145	0	1	1
75	2	7	56	0	20	145	0	1	1
76	1	6	22	0	20	145	0	1	0
76	2	12	71	0	0	7	0	1	1
76	2	15	64	0	0	7	0	1	1
77	2	3	10	0	20	145	0	1	1
77	2	11	1	0	20	145	0	1	1
78	1	1	45	0	20	145	0	1	0
78	1	7	56	0	20	145	0	1	0
78	2	6	22	0	20	145	0	1	1
78	2	4	33	0	0	7	0	1	1
79	1	15	64	0	0	7	0	1	0
79	1	12	71	0	0	7	0	1	0
79	2	1	45	0	20	145	0	1	1
79	2	7	56	0	20	145	0	1	1
80	1	11	1	0	20	145	0	1	0
80	1	9	77	0	0	7	0	1	0
80	2	12	71	0	0	7	0	1	1
80	2	15	64	0	20	145	0	1	1
81	1	3	10	0	20	145	0	1	0
81	1	6	22	0	20	145	0	1	0
81	2	9	77	0	0	7	0	1	1
81	2	11	1	0	20	145	0	1	1
82	1	1	45	0	20	145	0	1	0
82	1	4	33	0	20	145	0	1	0
82	2	6	22	0	20	145	0	1	1
82	2	3	10	0	20	145	0	1	1
83	2	1	45	0	20	145	0	1	1
83	2	4	33	0	20	145	0	1	1
84	1	7	56	0	20	145	0	1	0
84	1	15	64	0	20	145	0	1	0
84	2	7	56	0	20	145	0	1	1
84	2	15	64	0	20	145	0	1	1
85	1	12	71	0	0	7	0	1	0
85	1	9	77	0	0	7	0	1	0
85	2	9	77	0	0	7	0	1	1
85	2	12	71	0	0	7	0	1	1
86	1	14	80	0	20	145	0	1	0
86	1	11	1	0	20	145	0	1	0
86	2	14	80	0	20	145	0	1	1
86	2	11	1	0	20	145	0	1	1
87	1	3	10	0	20	145	0	1	0
87	1	6	22	0	20	145	0	1	0
87	2	6	22	0	20	145	0	1	1
87	2	3	10	0	20	145	0	1	1
88	1	1	45	0	20	145	0	1	0
88	1	4	33	0	20	145	0	1	0
88	2	1	45	0	20	145	0	1	1
88	2	4	33	0	20	145	0	1	1
89	2	7	56	0	20	145	0	1	1
89	2	15	64	0	20	145	0	1	1
90	1	7	56	0	20	145	0	1	0
90	1	15	64	0	20	145	0	1	0
90	2	9	77	0	0	7	0	1	1
90	2	12	71	0	20	145	0	1	1
91	1	12	71	0	20	145	0	1	0
91	2	14	80	0	20	145	0	1	1
91	2	5	86	0	20	145	0	1	1
92	1	14	80	0	20	145	0	1	0
92	1	5	86	0	20	145	0	1	0
92	2	3	10	0	20	145	0	1	1
92	2	11	1	0	20	145	0	1	1
93	1	3	10	0	20	145	0	1	0
93	1	11	1	0	20	145	0	1	0
93	2	6	22	0	20	145	0	1	1
93	2	4	33	0	20	145	0	1	1
94	1	4	33	0	20	145	0	1	0
94	1	6	22	0	20	145	0	1	0
94	2	1	45	0	20	145	0	1	1
94	2	7	56	0	20	145	0	1	1
95	2	12	71	0	20	145	0	1	1
95	2	15	64	0	20	145	0	1	1
96	1	1	45	0	20	145	0	1	0
96	1	7	56	0	20	145	0	1	0
96	2	9	77	0	20	145	0	1	1
96	2	14	80	0	20	145	0	1	1
97	1	15	64	0	20	145	0	1	0
97	1	12	71	0	20	145	0	1	0
97	2	8	91	0	20	145	0	1	1
97	2	5	86	0	20	145	0	1	1
98	1	14	80	0	20	145	0	1	0
98	1	9	77	0	20	145	0	1	0
98	2	3	10	0	20	145	0	1	1
98	2	11	1	0	20	145	0	1	1
99	1	8	91	0	20	145	0	1	0
99	1	5	86	0	20	145	0	1	0
99	2	6	22	0	20	145	0	1	1
99	2	4	33	0	20	145	0	1	1
100	1	3	10	0	20	145	0	1	0
100	1	11	1	0	20	145	0	1	0
100	2	1	45	0	20	145	0	1	1
100	2	7	56	0	20	145	0	1	1
101	2	12	71	0	20	145	0	1	1
101	2	15	64	0	20	145	0	1	1
102	1	4	33	0	20	145	0	1	0
102	1	6	22	0	20	145	0	1	0
102	2	9	77	0	20	145	0	1	1
102	2	14	80	0	20	145	0	1	1
103	1	1	45	0	20	145	0	1	0
103	1	7	56	0	20	145	0	1	0
103	2	8	91	0	20	145	0	1	1
103	2	5	86	0	20	145	0	1	1
104	1	15	64	0	20	145	0	1	0
104	1	12	71	0	20	145	0	1	0
104	2	13	95	0	0	7	0	1	1
104	2	11	1	0	20	145	0	1	1
105	1	14	80	0	20	145	0	1	0
105	1	9	77	0	20	145	0	1	0
105	2	6	22	0	20	145	0	1	1
105	2	3	10	0	20	145	0	1	1
106	1	8	91	0	20	145	0	1	0
106	1	5	86	0	20	145	0	1	0
106	2	1	45	0	20	145	0	1	1
106	2	4	33	0	20	145	0	1	1
107	2	7	56	0	20	145	0	1	1
107	2	15	64	0	20	145	0	1	1
108	1	13	95	0	0	7	0	1	0
108	1	11	1	0	20	145	0	1	0
108	2	9	77	0	20	145	0	1	1
108	2	12	71	0	20	145	0	1	1
109	1	3	10	0	20	145	0	1	0
109	1	6	22	0	20	145	0	1	0
109	2	14	80	0	20	145	0	1	1
109	2	5	86	0	20	145	0	1	1
110	1	1	45	0	20	145	0	1	0
110	1	4	33	0	20	145	0	1	0
110	2	8	91	0	20	145	0	1	1
110	2	13	95	0	0	7	0	1	1
111	1	7	56	0	20	145	0	1	0
111	1	15	64	0	20	145	0	1	0
111	2	10	98	0	0	7	0	1	1
111	2	11	1	0	20	145	0	1	1
112	1	12	71	0	20	145	0	1	0
112	1	9	77	0	20	145	0	1	0
112	2	6	22	0	20	145	0	1	1
112	2	3	10	0	20	145	0	1	1
113	1	14	80	0	20	145	0	1	0
113	1	5	86	0	20	145	0	1	0
113	2	1	45	0	20	145	0	1	1
113	2	4	33	0	20	145	0	1	1
114	1	13	95	0	0	7	0	1	0
114	1	8	91	0	20	145	0	1	0
114	2	7	56	0	20	145	0	1	1
114	2	15	64	0	20	145	0	1	1
115	1	2	100	0	0	7	0	1	0
115	1	10	98	0	0	7	0	1	0
115	2	9	77	0	20	145	0	1	1
115	2	12	71	0	20	145	0	1	1
116	1	3	10	0	20	145	0	1	0
116	1	11	1	0	20	145	0	1	0
116	2	14	80	0	20	145	0	1	1
116	2	5	86	0	20	145	0	1	1
117	1	4	33	0	20	145	0	1	0
117	1	6	22	0	20	145	0	1	0
117	2	8	91	0	20	145	0	1	1
117	2	13	95	0	0	7	0	1	1
118	1	1	45	0	20	145	0	1	0
118	1	7	56	0	20	145	0	1	0
118	2	2	100	0	0	7	0	1	1
118	2	10	98	0	0	7	0	1	1
119	1	15	64	0	20	145	0	1	0
119	1	12	71	0	20	145	0	1	0
119	2	3	10	0	20	145	0	1	1
119	2	11	1	0	20	145	0	1	1
120	1	14	80	0	20	145	0	1	0
120	1	9	77	0	20	145	0	1	0
120	2	6	22	0	20	145	0	1	1
120	2	4	33	0	20	145	0	1	1
121	1	8	91	0	20	145	0	1	0
121	1	5	86	0	20	145	0	1	0
121	2	1	45	0	20	145	0	1	1
121	2	7	56	0	20	145	0	1	1
122	1	10	98	0	0	7	0	1	0
122	1	13	95	0	20	145	0	1	0
122	2	12	71	0	20	145	0	1	1
122	2	15	64	0	20	145	0	1	1
123	1	2	100	0	0	7	0	1	0
123	1	11	1	0	20	145	0	1	0
123	2	9	77	0	20	145	0	1	1
123	2	14	80	0	20	145	0	1	1
124	1	3	10	0	20	145	0	1	0
124	1	6	22	0	20	145	0	1	0
124	2	8	91	0	20	145	0	1	1
124	2	5	86	0	20	145	0	1	1
125	1	1	45	0	20	145	0	1	0
125	1	4	33	0	20	145	0	1	0
125	2	13	95	0	20	145	0	1	1
125	2	10	98	0	20	145	0	1	1
126	1	7	56	0	20	145	0	1	0
126	1	15	64	0	20	145	0	1	0
126	2	2	100	0	0	7	0	1	1
126	2	11	1	0	20	145	0	1	1
127	1	12	71	0	20	145	0	1	0
127	1	9	77	0	20	145	0	1	0
127	2	6	22	0	20	145	0	1	1
127	2	3	10	0	20	145	0	1	1
128	1	14	80	0	20	145	0	1	0
128	1	5	86	0	20	145	0	1	0
128	2	1	45	0	20	145	0	1	1
128	2	4	33	0	20	145	0	1	1
129	1	13	95	0	20	145	0	1	0
129	1	8	91	0	20	145	0	1	0
129	2	7	56	0	20	145	0	1	1
129	2	15	64	0	20	145	0	1	1
130	1	2	100	0	20	145	0	1	0
130	1	10	98	0	20	145	0	1	0
130	2	9	77	0	20	145	0	1	1
130	2	12	71	0	20	145	0	1	1
131	1	3	10	0	20	145	0	1	0
131	1	11	1	0	20	145	0	1	0
131	2	14	80	0	20	145	0	1	1
131	2	5	86	0	20	145	0	1	1
132	1	4	33	0	20	145	0	1	0
132	1	6	22	0	20	145	0	1	0
132	2	8	91	0	20	145	0	1	1
132	2	13	95	0	20	145	0	1	1
133	1	1	45	0	20	145	0	1	0
133	1	7	56	0	20	145	0	1	0
133	2	2	100	0	20	145	0	1	1
133	2	10	98	0	20	145	0	1	1
134	1	15	64	0	20	145	0	1	0
134	1	12	71	0	20	145	0	1	0
134	2	3	10	0	20	145	0	1	1
134	2	11	1	0	20	145	0	1	1
135	1	14	80	0	20	145	0	1	0
135	1	9	77	0	20	145	0	1	0
135	2	6	22	0	20	145	0	1	1
135	2	4	33	0	20	145	0	1	1
136	1	8	91	0	20	145	0	1	0
136	1	5	86	0	20	145	0	1	0
136	2	1	45	0	20	145	0	1	1
136	2	7	56	0	20	145	0	1	1
137	1	13	95	0	20	145	0	1	0
137	2	12	71	0	20	145	0	1	1
137	2	15	64	0	20	145	0	1	1
138	1	2	100	0	20	145	0	1	0
138	1	11	1	0	20	145	0	1	0
138	2	9	77	0	20	145	0	1	1
138	2	14	80	0	20	145	0	1	1
139	1	3	10	0	20	145	0	1	0
139	1	6	22	0	20	145	0	1	0
139	2	8	91	0	20	145	0	1	1
139	2	5	86	0	20	145	0	1	1
140	1	1	45	0	20	145	0	1	0
140	1	4	33	0	20	145	0	1	0
140	2	13	95	0	20	145	0	1	1
140	2	10	98	0	20	145	0	1	1
141	1	7	56	0	20	145	0	1	0
141	1	15	64	0	20	145	0	1	0
141	2	2	100	0	20	145	0	1	1
141	2	11	1	0	20	145	0	1	1
142	1	12	71	0	20	145	0	1	0
142	1	9	77	0	20	145	0	1	0
142	2	6	22	0	20	145	0	1	1
142	2	3	10	0	20	145	0	1	1
143	1	14	80	0	20	145	0	1	0
143	1	5	86	0	20	145	0	1	0
143	2	1	45	0	20	145	0	1	1
143	2	4	33	0	20	145	0	1	1
144	1	13	95	0	20	145	0	1	0
144	1	8	91	0	20	145	0	1	0
144	2	7	56	0	20	145	0	1	1
144	2	15	64	0	20	145	0	1	1
145	1	2	100	0	20	145	0	1	0
145	1	10	98	0	20	145	0	1	0
145	2	9	77	0	20	145	0	1	1
145	2	12	71	0	20	145	0	1	1
146	1	3	10	0	20	145	0	1	0
146	1	11	1	0	20	145	0	1	0
146	2	14	80	0	20	145	0	1	1
146	2	5	86	0	20	145	0	1	1
147	1	4	33	0	20	145	0	1	0
147	1	6	22	0	20	145	0	1	0
147	2	8	91	0	20	145	0	1	1
147	2	13	95	0	20	145	0	1	1
148	1	1	45	0	20	145	0	1	0
148	1	7	56	0	20	145	0	1	0
148	2	2	100	0	20	145	0	1	1
148	2	10	98	0	20	145	0	1	1
149	1	15	64	0	20	145	0	1	0
149	1	12	71	0	20	145	0	1	0
149	2	3	10	0	20	145	0	1	1
149	2	11	1	0	20	145	0	1	1
150	1	14	80	0	20	145	0	1	0
150	1	9	77	0	20	145	0	1	0
150	2	6	22	0	20	145	0	1	1
150	2	4	33	0	20	145	0	1	1
151	1	8	91	0	20	145	0	1	0
151	1	5	86	0	20	145	0	1	0
151	2	1	45	0	20	145	0	1	1
151	2	7	56	0	20	145	0	1	1
152	1	13	95	0	20	145	0	1	0
152	2	12	71	0	20	145	0	1	1
152	2	15	64	0	20	145	0	1	1
153	1	2	100	0	20	145	0	1	0
153	1	11	1	0	20	145	0	1	0
153	2	9	77	0	20	145	0	1	1
153	2	14	80	0	20	145	0	1	1
154	1	3	10	0	20	145	0	1	0
154	1	6	22	0	20	145	0	1	0
154	2	8	91	0	20	145	0	1	1
154	2	5	86	0	20	145	0	1	1
155	1	1	45	0	20	145	0	1	0
155	1	4	33	0	20	145	0	1	0
155	2	13	95	0	20	145	0	1	1
155	2	10	98	0	20	145	0	1	1
156	1	7	56	0	20	145	0	1	0
156	1	15	64	0	20	145	0	1	0
156	2	2	100	0	20	145	0	1	1
156	2	11	1	0	20	145	0	1	1
157	1	12	71	0	20	145	0	1	0
157	1	9	77	0	20	145	0	1	0
157	2	6	22	0	20	145	0	1	1
157	2	3	10	0	20	145	0	1	1
158	1	14	80	0	20	145	0	1	0
158	1	5	86	0	20	145	0	1	0
158	2	1	45	0	20	145	0	1	1
158	2	4	33	0	20	145	0	1	1
159	1	13	95	0	20	145	0	1	0
159	1	8	91	0	20	145	0	1	0
159	2	7	56	0	20	145	0	1	1
159	2	15	64	0	20	145	0	1	1
160	1	2	100	0	20	145	0	1	0
160	1	10	98	0	20	145	0	1	0
160	2	9	77	0	20	145	0	1	1
160	2	12	71	0	20	145	0	1	1
161	1	3	10	0	20	145	0	1	0
161	1	11	1	0	20	145	0	1	0
161	2	14	80	0	20	145	0	1	1
161	2	5	86	0	20	145	0	1	1
162	1	4	33	0	20	145	0	1	0
162	1	6	22	0	20	145	0	1	0
162	2	8	91	0	20	145	0	1	1
162	2	13	95	0	20	145	0	1	1
163	1	1	45	0	20	145	0	1	0
163	1	7	56	0	20	145	0	1	0
163	2	2	100	0	20	145	0	1	1
163	2	10	98	0	20	145	0	1	1
164	1	15	64	0	20	145	0	1	0
164	1	12	71	0	20	145	0	1	0
164	2	3	10	0	20	145	0	1	1
164	2	11	1	0	20	145	0	1	1
165	1	14	80	0	20	145	0	1	0
165	1	9	77	0	20	145	0	1	0
165	2	6	22	0	20	145	0	1	1
165	2	4	33	0	20	145	0	1	1
166	1	8	91	0	20	145	0	1	0
166	1	5	86	0	20	145	0	1	0
166	2	1	45	0	20	145	0	1	1
166	2	7	56	0	20	145	0	1	1
167	1	10	98	0	20	145	0	1	0
167	1	13	95	0	20	145	0	1	0
167	2	12	71	0	20	145	0	1	1
167	2	15	64	0	20	145	0	1	1
168	1	2	100	0	20	145	0	1	0
168	1	11	1	0	20	145	0	1	0
168	2	9	77	0	20	145	0	1	1
168	2	14	80	0	20	145	0	1	1
169	1	3	10	0	20	145	0	1	0
169	1	6	22	0	20	145	0	1	0
169	2	8	91	0	20	145	0	1	1
169	2	5	86	0	20	145	0	1	1
170	1	1	45	0	20	145	0	1	0
170	1	4	33	0	20	145	0	1	0
170	2	13	95	0	20	145	0	1	1
170	2	10	98	0	20	145	0	1	1
171	1	7	56	0	20	145	0	1	0
171	1	15	64	0	20	145	0	1	0
171	2	2	100	0	20	145	0	1	1
171	2	11	1	0	20	145	0	1	1
172	1	12	71	0	20	145	0	1	0
172	1	9	77	0	20	145	0	1	0
172	2	6	22	0	20	145	0	1	1
172	2	3	10	0	20	145	0	1	1
173	1	14	80	0	20	145	0	1	0
173	1	5	86	0	20	145	0	1	0
173	2	1	45	0	20	145	0	1	1
173	2	4	33	0	20	145	0	1	1
174	1	13	95	0	20	145	0	1	0
174	1	8	91	0	20	145	0	1	0
174	2	7	56	0	20	145	0	1	1
174	2	15	64	0	20	145	0	1	1
175	1	2	100	0	20	145	0	1	0
175	1	10	98	0	20	145	0	1	0
175	2	9	77	0	20	145	0	1	1
175	2	12	71	0	20	145	0	1	1
176	1	3	10	0	20	145	0	1	0
176	1	11	1	0	20	145	0	1	0
176	2	14	80	0	20	145	0	1	1
176	2	5	86	0	20	145	0	1	1
177	1	4	33	0	20	145	0	1	0
177	1	6	22	0	20	145	0	1	0
177	2	8	91	0	20	145	0	1	1
177	2	13	95	0	20	145	0	1	1
178	1	1	45	0	20	145	0	1	0
178	1	7	56	0	20	145	0	1	0
178	2	2	100	0	20	145	0	1	1
178	2	10	98	0	20	145	0	1	1
179	1	15	64	0	20	145	0	1	0
179	1	12	71	0	20	145	0	1	0
179	2	3	10	0	20	145	0	1	1
179	2	11	1	0	20	145	0	1	1
180	1	14	80	0	20	145	0	1	0
180	1	9	77	0	20	145	0	1	0
180	2	6	22	0	20	145	0	1	1
180	2	4	33	0	20	145	0	1	1
181	1	8	91	0	20	145	0	1	0
181	1	5	86	0	20	145	0	1	0
181	2	1	45	0	20	145	0	1	1
181	2	7	56	0	20	145	0	1	1
182	1	10	98	0	20	145	0	1	0
182	1	13	95	0	20	145	0	1	0
182	2	12	71	0	20	145	0	1	1
182	2	15	64	0	20	145	0	1	1
183	1	2	100	0	20	145	0	1	0
183	1	11	1	0	20	145	0	1	0
183	2	9	77	0	20	145	0	1	1
183	2	14	80	0	20	145	0	1	1
184	1	3	10	0	20	145	0	1	0
184	1	6	22	0	20	145	0	1	0
184	2	8	91	0	20	145	0	1	1
184	2	5	86	0	20	145	0	1	1
185	1	1	45	0	20	145	0	1	0
185	1	4	33	0	20	145	0	1	0
185	2	13	95	0	20	145	0	1	1
185	2	10	98	0	20	145	0	1	1
186	1	7	56	0	20	145	0	1	0
186	1	15	64	0	20	145	0	1	0
186	2	2	100	0	20	145	0	1	1
186	2	11	1	0	20	145	0	1	1
187	1	12	71	0	20	145	0	1	0
187	1	9	77	0	20	145	0	1	0
187	2	6	22	0	20	145	0	1	1
187	2	3	10	0	20	145	0	1	1
188	1	14	80	0	20	145	0	1	0
188	1	5	86	0	20	145	0	1	0
188	2	1	45	0	20	145	0	1	1
188	2	4	33	0	20	145	0	1	1
189	1	13	95	0	20	145	0	1	0
189	1	8	91	0	20	145	0	1	0
189	2	7	56	0	20	145	0	1	1
189	2	15	64	0	20	145	0	1	1
190	1	2	100	0	20	145	0	1	0
190	1	10	98	0	20	145	0	1	0
190	2	9	77	0	20	145	0	1	1
190	2	12	71	0	20	145	0	1	1
191	1	3	10	0	20	145	0	1	0
191	1	11	1	0	20	145	0	1	0
191	2	14	80	0	20	145	0	1	1
191	2	5	86	0	20	145	0	1	1
192	1	4	33	0	20	145	0	1	0
192	1	6	22	0	20	145	0	1	0
192	2	8	91	0	20	145	0	1	1
192	2	13	95	0	20	145	0	1	1
193	1	1	45	0	20	145	0	1	0
193	1	7	56	0	20	145	0	1	0
193	2	2	100	0	20	145	0	1	1
193	2	10	98	0	20	145	0	1	1
194	1	15	64	0	20	145	0	1	0
194	1	12	71	0	20	145	0	1	0
194	2	3	10	0	20	145	0	1	1
194	2	11	1	0	20	145	0	1	1
195	1	14	80	0	20	145	0	1	0
195	1	9	77	0	20	145	0	1	0
195	2	6	22	0	20	145	0	1	1
195	2	4	33	0	20	145	0	1	1
196	1	8	91	0	20	145	0	1	0
196	1	5	86	0	20	145	0	1	0
196	2	1	45	0	20	145	0	1	1
196	2	7	56	0	20	145	0	1	1
197	1	10	98	0	20	145	0	1	0
197	1	13	95	0	20	145	0	1	0
197	2	12	71	0	20	145	0	1	1
197	2	15	64	0	20	145	0	1	1
198	1	2	100	0	20	145	0	1	0
198	1	11	1	0	20	145	0	1	0
198	2	9	77	0	20	145	0	1	1
198	2	14	80	0	20	145	0	1	1
199	1	3	10	0	20	145	0	1	0
199	1	6	22	0	20	145	0	1	0
199	2	8	91	0	20	145	0	1	1
199	2	5	86	0	20	145	0	1	1
200	1	1	45	0	20	145	0	1	0
200	1	4	33	0	20	145	0	1	0
200	2	13	95	0	20	145	0	1	1
200	2	10	98	0	20	145	0	1	1
201	1	7	56	0	20	145	0	1	0
201	1	15	64	0	20	145	0	1	0
201	2	2	100	0	20	145	0	1	1
201	2	11	1	0	20	145	0	1	1
202	1	12	71	0	20	145	0	1	0
202	1	9	77	0	20	145	0	1	0
202	2	6	22	0	20	145	0	1	1
202	2	3	10	0	20	145	0	1	1
203	1	14	80	0	20	145	0	1	0
203	1	5	86	0	20	145	0	1	0
203	2	1	45	0	20	145	0	1	1
203	2	4	33	0	20	145	0	1	1
204	1	13	95	0	20	145	0	1	0
204	1	8	91	0	20	145	0	1	0
204	2	7	56	0	20	145	0	1	1
204	2	15	64	0	20	145	0	1	1
205	1	2	100	0	20	145	0	1	0
205	1	10	98	0	20	145	0	1	0
205	2	9	77	0	20	145	0	1	1
205	2	12	71	0	20	145	0	1	1
206	1	3	10	0	20	145	0	1	0
206	1	11	1	0	20	145	0	1	0
206	2	14	80	0	20	145	0	1	1
206	2	5	86	0	20	145	0	1	1
207	1	4	33	0	20	145	0	1	0
207	1	6	22	0	20	145	0	1	0
207	2	8	91	0	20	145	0	1	1
207	2	13	95	0	20	145	0	1	1
208	1	1	45	0	20	145	0	1	0
208	1	7	56	0	20	145	0	1	0
208	2	2	100	0	20	145	0	1	1
208	2	10	98	0	20	145	0	1	1
209	1	15	64	0	20	145	0	1	0
209	1	12	71	0	20	145	0	1	0
209	2	3	10	0	20	145	0	1	1
209	2	11	1	0	20	145	0	1	1
210	1	14	80	0	20	145	0	1	0
210	1	9	77	0	20	145	0	1	0
210	2	6	22	0	20	145	0	1	1
210	2	4	33	0	20	145	0	1	1
211	1	8	91	0	20	145	0	1	0
211	1	5	86	0	20	145	0	1	0
211	2	1	45	0	20	145	0	1	1
211	2	7	56	0	20	145	0	1	1
212	1	10	98	0	20	145	0	1	0
212	1	13	95	0	20	145	0	1	0
212	2	12	71	0	20	145	0	1	1
212	2	15	64	0	20	145	0	1	1
213	1	2	100	0	20	145	0	1	0
213	1	11	1	0	20	145	0	1	0
213	2	9	77	0	20	145	0	1	1
213	2	14	80	0	20	145	0	1	1
214	1	3	10	0	20	145	0	1	0
214	1	6	22	0	20	145	0	1	0
214	2	8	91	0	20	145	0	1	1
214	2	5	86	0	20	145	0	1	1
215	1	1	45	0	20	145	0	1	0
215	1	4	33	0	20	145	0	1	0
215	2	13	95	0	20	145	0	1	1
215	2	10	98	0	20	145	0	1	1
216	1	7	56	0	20	145	0	1	0
216	1	15	64	0	20	145	0	1	0
216	2	2	100	0	20	145	0	1	1
216	2	11	1	0	20	145	0	1	1
217	1	12	71	0	20	145	0	1	0
217	1	9	77	0	20	145	0	1	0
217	2	6	22	0	20	145	0	1	1
217	2	3	10	0	20	145	0	1	1
218	1	14	80	0	20	145	0	1	0
218	1	5	86	0	20	145	0	1	0
218	2	1	45	0	20	145	0	1	1
218	2	4	33	0	20	145	0	1	1
219	1	13	95	0	20	145	0	1	0
219	1	8	91	0	20	145	0	1	0
219	2	7	56	0	20	145	0	1	1
